title,artist_name,artist_date,artwork_date,accession_num,art_medium,info_link,img_link
Mirror with Concentric Circles and Linked Arcs,,,late 3rd Century BC - early 1st Century,1995.307 ,Bronze,https://www.clevelandart.org/art/1995.307,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA728691DB418A334D896E5311FBB85E8AEFF80FF3CAD396699C&s=24247294&se=663729948&v=6&f=1995.307_o10.jpg
Mirror with Concentric Circles and Linked Arcs,,,late 3rd Century BC - early 1st Century,1995.309 ,Bronze,https://www.clevelandart.org/art/1995.309,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA72A43D68D22E8BFE57A1E8DEA3E8D664D53309EDC045869E4E&s=24247294&se=663729948&v=5&f=1995.309_o10.jpg
Mirror with Concentric Circles and Linked Arcs,,,1st century BC,1995.306 ,Bronze,https://www.clevelandart.org/art/1995.306,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA72AC54D28F2B0C30091F607F29823FE97F1B7D474AE3E870A8&s=24247294&se=1784048109&v=3&f=1995.306_o10.jpg
Mirror with Four Nipples and Eight Birds,,,1st century BC,1995.305 ,Bronze,https://www.clevelandart.org/art/1995.305,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA729B82B6338BEEBF9C2ADA5352505E0EB3516B3586F6E000CE&s=24247294&se=1784048109&v=5&f=1995.305_o10.jpg
"Mirror with Four Nipples, Quasi-Dragons, and Birds",,,1st century BC,1995.314 ,Bronze,https://www.clevelandart.org/art/1995.314,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA72B550A1500FC41C0C7A1C8A10E9A7227AF9AFED5416B4E856&s=24247294&se=1784048109&v=6&f=1995.314_o10.jpg
"Mirror with Four Nipples, Quasi-Dragons, and Birds",,,late 3rd Century BC - early 1st Century,1995.313 ,Bronze,https://www.clevelandart.org/art/1995.313,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA728C065CBA7CB944C38BDD3AAD89201A79EE4F8811D1929963&s=24247294&se=663729948&v=5&f=1995.313_o10.jpg
Mirror with Concentric Circles,,,late 3rd Century BC - early 1st Century,1995.310 ,Bronze,https://www.clevelandart.org/art/1995.310,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA72D370272AC2EAA1B726DA985F85C00C3AFB24DBEBC63272C9&s=24247294&se=663729948&v=6&f=1995.310_o10.jpg
"Mirror with Four Nipples, Quasi-Dragons, and Birds",,,late 3rd Century BC - early 1st Century,1995.311 ,Bronze,https://www.clevelandart.org/art/1995.311,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA72B86180259943C8BE3DBDC3BEC96BF9B06C5396D0A7001983&s=24247294&se=663729948&v=4&f=1995.311_o10.jpg
Mirror with Concentric Circles,,,late 3rd Century BC - early 1st Century,1995.312 ,Bronze,https://www.clevelandart.org/art/1995.312,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA72D6EA8E39D6493846B470CEF2A9E30D096B3E5EAA28B5F907&s=24247294&se=663729948&v=6&f=1995.312_o10.jpg
"Mirror with Quatrefoil, Paired Phoenixes, and Auspicious Animals",,,AD 221–316,1995.317 ,Bronze,https://www.clevelandart.org/art/1995.317,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA7248D36089C4BA0264BB08D6583E0F58E9FF593CF5D330481E&s=24247294&se=1784048109&v=5&f=1995.317_o10.jpg
Mirror with Quatrefoil and Linked Arcs,,,AD 25–220,1995.319 ,Bronze,https://www.clevelandart.org/art/1995.319,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA729E85EA13808948A95CE3FEF9681EAF45834DD85D14C95C10&s=24247294&se=1784048109&v=5&f=1995.319_o10.jpg
Mirror with Paired Phoenixes,,,AD 25–316,1995.315 ,Bronze,https://www.clevelandart.org/art/1995.315,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA722A9337E4890AD1BB5E3C3C0B0E7A77DFEBD206E6943A126F&s=24247294&se=663729948&v=5&f=1995.315_o10.jpg
"Mirror with Quatrefoil, Paired Phoenixes, and Auspicious Animals",,,AD 25–316,1995.316 ,Bronze,https://www.clevelandart.org/art/1995.316,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA723BE8E7764C5C713B0D57220083075A44C47E7DC37FE3290D&s=24247294&se=663729948&v=5&f=1995.316_o10.jpg
"Mirror with Quatrefoil, Concentric Circles, and Linked Arcs",,,AD 25–220,1995.318 ,Bronze,https://www.clevelandart.org/art/1995.318,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA727E5C5BCE0FBAB8C79FA748873CE3682F3B6723B460FD343D&s=24247294&se=1784048109&v=5&f=1995.318_o10.jpg
Mirror with Two Dragons and a Tiger,,,AD 200s,1995.322 ,Bronze,https://www.clevelandart.org/art/1995.322,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA72575654C231879B73B335128BFDCD6935BE419DD5D7B1C985&s=24247294&se=1784048109&v=3&f=1995.322_o10.jpg
Mirror with Auspicious Animals Surrounded by Rings of Squares and Semicircles,,,AD late 100s,1995.324 ,Bronze,https://www.clevelandart.org/art/1995.324,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA72FAB44DD284D438256546649BD4032C5B54E64F0EE4CBCCE3&s=24247294&se=1784048109&v=4&f=1995.324_o10.jpg
Mirror with Four Qilin,,,early 2nd Century - early 3rd Century,1995.321 ,Bronze,https://www.clevelandart.org/art/1995.321,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA72084691B1EF1DB7D6727F8A8C5CDBD304E9739B20188E4BA4&s=24247294&se=663729948&v=5&f=1995.321_o10.jpg
Mirror with Linked Arcs and Kui Dragons,,,AD 100s,1995.320 ,Bronze,https://www.clevelandart.org/art/1995.320,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA729F1C674FC7C9C82BE896CC5DE46AECB87349DE93E0F9A5CD&s=24247294&se=1784048109&v=3&f=1995.320_o10.jpg
Mirror with a Coiling Dragon,,,AD 200s,1995.323 ,Bronze,https://www.clevelandart.org/art/1995.323,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA726A491FDF60F5044FD1A03C9F3B405DD06C458A01653D0F90&s=24247294&se=1784048109&v=4&f=1995.323_o10.jpg
"Mirror with a Central Square, an Immortal, and Auspicious Animals",,,AD 100s,1995.329 ,Bronze,https://www.clevelandart.org/art/1995.329,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA728D18D843A309DB41D21E22D6C417A399A4255AF514538F73&s=24247294&se=1784048109&v=3&f=1995.329_o10.jpg
Mirror Featuring Deities and Kings in Three Sections Surrounded by Rings of Squares and Semicircles,,,AD 175–225,1995.328 ,Bronze,https://www.clevelandart.org/art/1995.328,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA729D491DA0D1D10394942165C2F599CC8BF4F7E22FAEC7D5FA&s=24247294&se=1784048109&v=5&f=1995.328_o10.jpg
Mirror with Deities and Animals Surrounded by Rings of Squares and Semicircles,,,early 100s-early 200s,1995.325 ,Bronze,https://www.clevelandart.org/art/1995.325,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA72909AB02FF305673E1AF1CD7D5DF958A1A98781CDC0982AE6&s=24247294&se=663729948&v=5&f=1995.325_o10.jpg
Mirror with Four Pixie,,,early 400s-late 500s,1995.327 ,Bronze,https://www.clevelandart.org/art/1995.327,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA72E0ED0E9A062A1D7A0760603567DC3A582A480CD5B2DC8BC9&s=24247294&se=1784048109&v=5&f=1995.327_o10.jpg
Mirror with Deities and Animals Surrounded by Rings of Squares and Semicircles,,,AD 175–225,1995.326 ,Bronze,https://www.clevelandart.org/art/1995.326,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA72E853E1D3045B41A9F297A26CA029D2F9D16A3165AD0654D9&s=24247294&se=1784048109&v=4&f=1995.326_o10.jpg
Mirror with Deities and Kings,,,100s CE,1995.331 ,Bronze,https://www.clevelandart.org/art/1995.331,https://piction.clevelandart.org/cma/ump.di?e=CCF0D2DA38CCF0C42928DAED962DE7F9C4686DD0B8F96A7B3D987BC07F1A6512&s=24247294&se=1063136612&v=3&f=%5Cd2203%5Cu262922038%5C1995.331_o10.jpg
"Mirror with a Central Square, Immortals, and Auspicious Animals",,,AD 100s,1995.330 ,Bronze,https://www.clevelandart.org/art/1995.330,https://piction.clevelandart.org/cma/ump.di?e=EC430C4C22E2AA72CEE88BDEAF2CA5C2F802F9A94C05089AA1FB61B7762B29AC&s=24247294&se=1784048109&v=3&f=1995.330_o10.jpg
Mirror with Deities and Animals Surrounded by Rings of Squares and Semicircles,,,AD late 100s,1995.333 ,Bronze,https://www.clevelandart.org/art/1995.333,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8E6610B71FD736881A39D9892B2E0B5C874286FDB1125F283&s=24247294&se=1784048109&v=3&f=1995.333_o10.jpg
"Mirror with Deities, Chariot, and the White Tiger",,,AD 100–200,1995.332 ,Bronze,https://www.clevelandart.org/art/1995.332,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8089921C5EDDED044F9B5CA9DC41937DC351F5C40300B2CAA&s=24247294&se=1784048109&v=5&f=1995.332_o10.jpg
Mirror with Four Nipples and Eight Animals,,,AD 300,1995.334 ,Bronze,https://www.clevelandart.org/art/1995.334,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8F9D25A7603A19C71B1C681D10191DE4E0BA7E601B224C420&s=24247294&se=1784048109&v=5&f=1995.334_o10.jpg
Mirror with Interlacing Floral Motifs and Twelve Zodiac Animals,,,late 500s-early 600s,1995.336 ,Bronze,https://www.clevelandart.org/art/1995.336,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8F392D7AB5B5D55607597786BDF2FCF9DB90CD1F5B7A8063C&s=24247294&se=1784048109&v=5&f=1995.336_o10.jpg
Mirror with Deities and Animals in Concentric Circles,,,late 6th-early 7th century,1995.337 ,Bronze,https://www.clevelandart.org/art/1995.337,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8CD408C74DD95D1ADCB380FE70A7F21DB6CC84E73F6415D2E&s=24247294&se=1784048109&v=5&f=1995.337_o10.jpg
Mirror with Four Running Animals,,,early 600s,1995.338 ,Bronze,https://www.clevelandart.org/art/1995.338,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E88BBFE0EB1E23DBCCFFF4346F86CC7046C03254DFE4E317E9&s=24247294&se=1784048109&v=4&f=1995.338_o10.jpg
Animal-and-Grape Mirror,,,early to mid 600s,1995.340 ,Bronze,https://www.clevelandart.org/art/1995.340,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8017A28947F365A8313A04636139539B760934E809E22B1A2&s=24247294&se=1784048109&v=5&f=1995.340_o10.jpg
Mirror with Four Spirits,,,581–618,1995.339 ,Bronze,https://www.clevelandart.org/art/1995.339,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E88B13CF7BFE65D37A120DAE24588D73771EE7264DF5F760B2&s=24247294&se=1784048109&v=5&f=1995.339_o10.jpg
Conical Bowl,,,1100s,1989.274 ,"Stoneware with ""tortoise shell"" glaze, Jizhou ware",https://www.clevelandart.org/art/1989.274,https://piction.clevelandart.org/cma/ump.di?e=1F448EBE0D6107CF9107FFDD0A701E335AC2700E4DA1E26F3F0AD3795DCCB795&s=24247294&se=1376670083&v=0&f=1989.274_o10.jpg
Mirror with Six Circular Flowers,,,600s,1995.341 ,Bronze,https://www.clevelandart.org/art/1995.341,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8D97F7A3E301F8545718320DCDB1C5EA126AC12728621061D&s=24247294&se=1784048109&v=6&f=1995.341_o10.jpg
Octafoil Mirror with Crouched Animals,,,early 600s-early 900s,1995.342 ,Bronze,https://www.clevelandart.org/art/1995.342,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8497812A60459837FBE0E652F274909286FD9B28A8D453AD4&s=24247294&se=1784048109&v=5&f=1995.342_o10.jpg
Lobed Mirror with Acrobats on Lotus Blossoms,,,early 600s-early 900s,1995.343 ,Bronze,https://www.clevelandart.org/art/1995.343,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E819DEEF54E9F64109CCA3FA9EFE2F171B7DE50972B7381D3F&s=24247294&se=1784048109&v=5&f=1995.343_o10.jpg
Octafoil Mirror with Riding Immortals and Rising Peaks,,,600s,1995.344 ,Bronze,https://www.clevelandart.org/art/1995.344,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8726443BBE22A5AE5E77938D0C9BF921C21C849ADB14527BD&s=24247294&se=1776552552&v=3&f=1995.344_o10.jpg
Octafoil Mirror with Paired Phoenixes and Animals,,,late 600s-early 700s,1995.345 ,Bronze,https://www.clevelandart.org/art/1995.345,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E86B66CEC183EEC2C18229A4E103DFABAEF0939BA6A8941F6E&s=24247294&se=1784048109&v=4&f=1995.345_o10.jpg
"Lobed Mirror with Paired Phoenixes, a Nestling Bird, and a Lotus Blossom",,,700s,1995.346 ,Bronze,https://www.clevelandart.org/art/1995.346,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E84D645D35089251B539D12675BD6372047C8C8CB62F7F98D0&s=24247294&se=1784048109&v=3&f=1995.346_o10.jpg
Lobed Mirror with Paired Phoenixes and Floral Displays,,,700s,1995.349 ,Bronze,https://www.clevelandart.org/art/1995.349,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8408CA555C3C9C9D4BAF80102CBC7E36DDEDD21FC178911CD&s=24247294&se=1784048109&v=3&f=1995.349_o10.jpg
"Hexafoil Mirror with Floral Interlaces, a Phoenix, and Running Animals",,,early 600s-early 900s,1995.347 ,Bronze,https://www.clevelandart.org/art/1995.347,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E882765088A96F8DE748EF73674285DDB80CC4B03EC472980B&s=24247294&se=663729948&v=5&f=1995.347_o10.jpg
Lobed Mirror with Paired Phoenixes and Floral Displays,,,700s,1995.348 ,Bronze,https://www.clevelandart.org/art/1995.348,https://piction.clevelandart.org/cma/ump.di?e=CCF0D2DA38CCF0C4956CCB2D51F954911CBDFF5B1767008FA654A3541DF84068&s=24247294&se=1784048109&v=3&f=%5Cd2239%5Cu262922390%5C1995.348_o10.jpg
Lobed Mirror with Heaven and Earth between the Paired Phoenixes,,,mid to late 700s,1995.351 ,Bronze,https://www.clevelandart.org/art/1995.351,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E816249940DF0D47C7274237103795B65B6A47980F0EE13356&s=24247294&se=1784048109&v=6&f=1995.351_o10.jpg
Lobed Mirror with Paired Phoenixes and Auspicious Animals,,,700s,1995.350 ,Bronze,https://www.clevelandart.org/art/1995.350,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8C0B9918DCD632FD2D263416812403CD796315D182225DE97&s=24247294&se=1784048109&v=3&f=1995.350_o10.jpg
Animal-and-Grape Mirror,,,early 7th Century- early 10th Century,1995.352 ,Bronze,https://www.clevelandart.org/art/1995.352,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8D74E970A267A82E4781E639AD95AD79E72EBF437ED6C1D82&s=24247294&se=663729948&v=5&f=1995.352_o10.jpg
Animal-and-Grape Mirror,,,late 600s,1995.353 ,Bronze,https://www.clevelandart.org/art/1995.353,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8B2E12E3357A7BE5B518B0984B9C5FDA9BDF3243BB26BB729&s=24247294&se=1784048109&v=4&f=1995.353_o10.jpg
Animal-and-Grape Mirror with a Variety of Birds,,,late 600s,1995.355 ,Bronze,https://www.clevelandart.org/art/1995.355,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E81D65DD5D70029966E84BACD81BCF711D6B030F66479E8CC1&s=24247294&se=1784048109&v=3&f=1995.355_o10.jpg
Animal-and-Grape Mirror,,,early 600s-early 900s,1995.354 ,Bronze,https://www.clevelandart.org/art/1995.354,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E830307BE63AACB892DC9E7E80CB6F236F55F74272A78D3E50&s=24247294&se=1784048109&v=5&f=1995.354_o10.jpg
Animal-and-Grape Mirror,,,mid 600s,1995.356 ,Bronze,https://www.clevelandart.org/art/1995.356,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E817B3B3A961059861E42D71C7468D70DF1BB5DD5FB8DDC31A&s=24247294&se=1784048109&v=4&f=1995.356_o10.jpg
"Mirror with Auspicious Animals, Celestial Horses, and Grapevines",,,early 1100s-mid-1200s,1995.357 ,Bronze,https://www.clevelandart.org/art/1995.357,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8C12E14178BEC94A0B63D3E02ABE2646B8FCC9E6E13A3C74E&s=24247294&se=1784048109&v=5&f=1995.357_o10.jpg
Mirror with Sparrows and Floral Sprays,,,late 600s-early 700s,1995.358 ,Bronze,https://www.clevelandart.org/art/1995.358,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8B5188B985AAB2249AD84AE4E27F3B29EBC37FFB355C18E5C&s=24247294&se=1784048109&v=5&f=1995.358_o10.jpg
Lobed Mirror with Eight Blossoms,,,700s,1995.359 ,Bronze,https://www.clevelandart.org/art/1995.359,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8DDA1E40E3C75189A736EADB3FBAA96F09EB96F430C0D2E44&s=24247294&se=1784048109&v=3&f=1995.359_o10.jpg
Lobed Mirror with Six Blossoms,,,mid 7th century,1995.360 ,Bronze,https://www.clevelandart.org/art/1995.360,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E88F55F86F9ED7CE70EF180FDC9ADCC3B9778286A340D00B0E&s=24247294&se=1784048109&v=5&f=1995.360_o10.jpg
Mirror of Tortoise Knob and Lotus Pattern,,,early 600s-early 900s,1995.361 ,Bronze,https://www.clevelandart.org/art/1995.361,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8B7BC45387D42C0252C7F5E0B1749F24D0300A161C095D1F9&s=24247294&se=1784048109&v=5&f=1995.361_o10.jpg
Quadrilobed Mirror with Wan Symbol,,,700s-800s,1995.362 ,Bronze,https://www.clevelandart.org/art/1995.362,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E881ABF52F78B01B74B26976F7765C4906276EE19D009BCB4E&s=24247294&se=1784048109&v=5&f=1995.362_o10.jpg
Lobed Mirror of Three Delights,,,700s,1995.363 ,Bronze,https://www.clevelandart.org/art/1995.363,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E81A5307BB1003CC8F0621891844C78A56A1F6F44F4304F373&s=24247294&se=1784048109&v=5&f=1995.363_o10.jpg
Mirror with Interlacing Dragons,,,early 600s-early 900s,1995.364 ,Bronze,https://www.clevelandart.org/art/1995.364,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8718A2EB12F418F8D33FBCFFBD5F54845ECB77B8911857EFF&s=24247294&se=1784048109&v=5&f=1995.364_o10.jpg
Octafoil Mirror with Hunters and Prey,,,late 600s–early 700s,1995.365 ,Bronze,https://www.clevelandart.org/art/1995.365,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8809672A6A66F89BD59F36D54A6005FA0A8A2D249B9AA1A7C&s=24247294&se=1784048109&v=3&f=1995.365_o10.jpg
"Octafoil Mirror with Paired Phoenixes, Birds, and Flowers",,,late 700s,1995.366 ,Bronze,https://www.clevelandart.org/art/1995.366,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E83838914611A8208FB5F5DF78BCFE85F52BCF49C66DF79674&s=24247294&se=1784048109&v=5&f=1995.366_o10.jpg
Square Mirror with Wan Symbol,,,early 1000s,1995.368 ,Bronze,https://www.clevelandart.org/art/1995.368,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E82BDDC4AC553249ADE39E6AC3F5011524179A574D9AC121DD&s=24247294&se=1784048109&v=3&f=1995.368_o10.jpg
Mirror with a Coiling Dragon,,,700s,1995.367 ,Bronze,https://www.clevelandart.org/art/1995.367,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8C2972BC7507EC664CF4EAE7E9B702A4BF92704412F8413D5&s=24247294&se=1784048109&v=5&f=1995.367_o10.jpg
"Lobed Mirror with a Tortoise Knob, a Musician, and a Phoenix",,,late 700s,1995.369 ,Bronze,https://www.clevelandart.org/art/1995.369,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E88AEBBB0307873357E74A440DD52A30DC3C39563E34AC2A00&s=24247294&se=913805914&v=6&f=1995.369_o10.jpg
Huzhou Mirror,,,1500s,1995.370 ,Bronze,https://www.clevelandart.org/art/1995.370,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E84F8987B7DE51413C43CA0F04866458943E60693E937386D2&s=24247294&se=1784048109&v=6&f=1995.370_o10.jpg
Square Mirror with Floral and Coin Motifs,,,early 900s-early 1100s,1995.371 ,Bronze,https://www.clevelandart.org/art/1995.371,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E87E5187022A997EAAB0FC4131EF6C2AFF61B46B89701869FC&s=24247294&se=663729948&v=5&f=1995.371_o10.jpg
Square Mirror with Felicitous Message,,,early 900s-late 1200s,1995.372 ,Bronze,https://www.clevelandart.org/art/1995.372,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8035CF429A72D8A9186607E8DDCE2539C4BD3CCE49EE76AA4&s=24247294&se=663729948&v=5&f=1995.372_o10.jpg
Cruciform Mirror with Two Lions,,,late 700s-early 800s,1995.373 ,Bronze,https://www.clevelandart.org/art/1995.373,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8E35E6C9FD6EEEA77EDEBD4AB1B6E8E182E8EF3AAA1D846E9&s=24247294&se=1784048109&v=5&f=1995.373_o10.jpg
Square Mirror with Two Phoenixes and Floral Sprays,,,960–1127,1995.374 ,Bronze,https://www.clevelandart.org/art/1995.374,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8B2C45A357160801CAA6A279852B5126511517BD8F82D26EF&s=24247294&se=1784048109&v=5&f=1995.374_o10.jpg
Octafoil Mirror with Lunar Palace,,,early 1100s–mid-1200s,1995.375 ,Bronze,https://www.clevelandart.org/art/1995.375,https://piction.clevelandart.org/cma/ump.di?e=EEF33BF19DF1B43A3D7F4F3C2DD36C0EE6BBEF7FC238DBE62062FB19CD200150&s=24247294&se=1784048109&v=3&f=%5Cd2304%5Cu252623040%5C1995.375_o10.jpg
Dragon Mirror,,,mid-1300s–mid-1600s,1995.377 ,Bronze,https://www.clevelandart.org/art/1995.377,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E89B067EC90308DABFD29EA47969ECD5CAE103ADB50A643CB4&s=24247294&se=663729948&v=5&f=1995.377_o10.jpg
Octafoil Mirror with Two Immortals Crossing the Ocean,,,mid-900s–late 1200s,1995.378 ,Bronze,https://www.clevelandart.org/art/1995.378,https://piction.clevelandart.org/cma/ump.di?e=EEF33BF19DF1B43A3A8871FE2E92475C8D832C5E9C4E43C07DCC8376D186E6B9&s=24247294&se=1784048109&v=3&f=%5Cd2337%5Cu252623370%5C1995.378_o10.jpg
"Octafoil-shaped Mirror Featuring Ci Fei, the Dragon Slayer",,,900s-1300s,1995.376 ,Bronze,https://www.clevelandart.org/art/1995.376,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E80CCC1E4C288B14CE5C129AB88ECB29177E4C29B113331422&s=24247294&se=1784048109&v=5&f=1995.376_o10.jpg
Mirror with Twin Carp,,,c. 1200–25,1995.379 ,Bronze,https://www.clevelandart.org/art/1995.379,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E89A41065F70B9EB505F0563879FBE9B976B5E0C583F7E9650&s=24247294&se=1784048109&v=6&f=1995.379_o10.jpg
